segmento,fecha,estrategia,cluster,n_agentes,mediana_margen_cop_kwh,media_margen_cop_kwh,puesto_del_dia
PEQUEÑO,2025-01-26,Trader no regulado,1,8,-195.89,-306.36,2
PEQUEÑO,2025-01-26,Integrado/regional regulado,2,9,-122.63,-164.89,1
PEQUEÑO,2025-01-26,Trader expuesto a bolsa (sin cobertura),0,4,-472.29,-481.83,3
PEQUEÑO,2025-01-27,Trader con sobrecobertura de contratos,4,6,-500,-371.29,4
PEQUEÑO,2025-01-27,Trader no regulado,1,7,-160.73,-285.25,2
PEQUEÑO,2025-01-27,Integrado/regional regulado,2,10,-120.14,-162.22,1
PEQUEÑO,2025-01-27,Trader expuesto a bolsa (sin cobertura),0,5,-452.99,-454.12,3
PEQUEÑO,2025-01-28,Trader con sobrecobertura de contratos,4,6,-500,-373.34,4
PEQUEÑO,2025-01-28,Trader no regulado,1,7,-155.73,-283.17,2
PEQUEÑO,2025-01-28,Integrado/regional regulado,2,10,-120.28,-176.13,1
PEQUEÑO,2025-01-28,Trader expuesto a bolsa (sin cobertura),0,5,-455.28,-459.05,3
PEQUEÑO,2025-01-29,Trader con sobrecobertura de contratos,4,6,-142.36,-292.04,2
PEQUEÑO,2025-01-29,Trader no regulado,1,7,-158.07,-284.0,3
PEQUEÑO,2025-01-29,Trader expuesto a bolsa (sin cobertura),0,5,-480.3,-482.21,4
PEQUEÑO,2025-01-29,Integrado/regional regulado,2,9,-131.83,-165.81,1
PEQUEÑO,2025-01-30,Trader con sobrecobertura de contratos,4,7,-500,-327.98,4
PEQUEÑO,2025-01-30,Trader no regulado,1,7,-148.8,-284.95,2
PEQUEÑO,2025-01-30,Trader expuesto a bolsa (sin cobertura),0,5,-422.98,-426.74,3
PEQUEÑO,2025-01-30,Integrado/regional regulado,2,9,-139.43,-200.76,1
PEQUEÑO,2025-01-31,Trader con sobrecobertura de contratos,4,6,-500,-369.6,4
PEQUEÑO,2025-01-31,Trader no regulado,1,7,-148.3,-276.73,2
PEQUEÑO,2025-01-31,Integrado/regional regulado,2,10,-127.58,-150.31,1
PEQUEÑO,2025-01-31,Trader expuesto a bolsa (sin cobertura),0,5,-361.51,-363.56,3
PEQUEÑO,2025-02-01,Trader con sobrecobertura de contratos,4,8,-500,-347.87,4
PEQUEÑO,2025-02-01,Trader expuesto a bolsa (sin cobertura),0,6,-353.91,-376.14,3
PEQUEÑO,2025-02-01,Trader no regulado,1,7,-158.06,-284.93,2
PEQUEÑO,2025-02-01,Integrado/regional regulado,2,9,-134.95,-168.79,1
PEQUEÑO,2025-02-02,Trader con sobrecobertura de contratos,4,7,-500,-414.25,4
PEQUEÑO,2025-02-02,Trader expuesto a bolsa (sin cobertura),0,6,-223.56,-253.42,2
PEQUEÑO,2025-02-02,Trader no regulado,1,7,-317.86,-301.0,3
PEQUEÑO,2025-02-02,Integrado/regional regulado,2,10,-90.29,-186.68,1
PEQUEÑO,2025-02-03,Trader con sobrecobertura de contratos,4,7,-500,-386.2,4
PEQUEÑO,2025-02-03,Trader expuesto a bolsa (sin cobertura),0,6,-373.61,-390.17,3
PEQUEÑO,2025-02-03,Trader no regulado,1,7,-139.57,-272.44,2
PEQUEÑO,2025-02-03,Integrado/regional regulado,2,10,-126.89,-161.62,1
PEQUEÑO,2025-02-04,Trader con sobrecobertura de contratos,4,6,-500,-361.89,4
PEQUEÑO,2025-02-04,Trader expuesto a bolsa (sin cobertura),0,6,-395.63,-413.7,3
PEQUEÑO,2025-02-04,Trader no regulado,1,7,-150.39,-284.59,2
PEQUEÑO,2025-02-04,Integrado/regional regulado,2,10,-121.32,-158.66,1
PEQUEÑO,2025-02-05,Trader con sobrecobertura de contratos,4,6,-500,-366.65,4
PEQUEÑO,2025-02-05,Trader expuesto a bolsa (sin cobertura),0,6,-427.64,-441.69,3
PEQUEÑO,2025-02-05,Trader no regulado,1,7,-144.47,-285.84,2
PEQUEÑO,2025-02-05,Integrado/regional regulado,2,10,-113.77,-146.55,1
PEQUEÑO,2025-02-06,Trader con sobrecobertura de contratos,4,6,-500,-364.15,4
PEQUEÑO,2025-02-06,Trader expuesto a bolsa (sin cobertura),0,7,-454.3,-449.61,3
PEQUEÑO,2025-02-06,Trader no regulado,1,7,-149.1,-281.4,2
PEQUEÑO,2025-02-06,Integrado/regional regulado,2,9,-131.24,-195.2,1
PEQUEÑO,2025-02-07,Trader con sobrecobertura de contratos,4,6,-87.01,-285.94,1
PEQUEÑO,2025-02-07,Trader expuesto a bolsa (sin cobertura),0,6,-367.98,-388.52,4
PEQUEÑO,2025-02-07,Trader no regulado,1,7,-134.97,-274.12,3
PEQUEÑO,2025-02-07,Integrado/regional regulado,2,9,-125.17,-150.83,2
PEQUEÑO,2025-02-08,Trader con sobrecobertura de contratos,4,8,-500,-341.49,4
PEQUEÑO,2025-02-08,Trader expuesto a bolsa (sin cobertura),0,6,-217.75,-249.31,3
PEQUEÑO,2025-02-08,Trader no regulado,1,7,-115.51,-259.63,2
PEQUEÑO,2025-02-08,Integrado/regional regulado,2,9,-105.3,-150.43,1
PEQUEÑO,2025-02-09,Trader con sobrecobertura de contratos,4,7,-500,-434.81,4
PEQUEÑO,2025-02-09,Trader no regulado,1,8,-182.16,-311.64,2
PEQUEÑO,2025-02-09,Integrado/regional regulado,2,9,-112.56,-167.0,1
PEQUEÑO,2025-02-09,Trader expuesto a bolsa (sin cobertura),0,5,-345.96,-344.81,3
PEQUEÑO,2025-02-10,Trader con sobrecobertura de contratos,4,6,-500,-378.72,4
PEQUEÑO,2025-02-10,Trader expuesto a bolsa (sin cobertura),0,6,-321.85,-347.97,3
PEQUEÑO,2025-02-10,Trader no regulado,1,7,-133.69,-266.5,2
PEQUEÑO,2025-02-10,Integrado/regional regulado,2,10,-114.03,-152.96,1
PEQUEÑO,2025-02-11,Trader con sobrecobertura de contratos,4,7,-500,-315.12,4
PEQUEÑO,2025-02-11,Trader expuesto a bolsa (sin cobertura),0,6,-155.97,-192.42,3
PEQUEÑO,2025-02-11,Trader no regulado,1,7,-122.54,-259.14,1
PEQUEÑO,2025-02-11,Integrado/regional regulado,2,9,-123.89,-130.31,2
PEQUEÑO,2025-02-12,Trader con sobrecobertura de contratos,4,6,-500,-359.95,4
PEQUEÑO,2025-02-12,Trader expuesto a bolsa (sin cobertura),0,6,-341.14,-365.86,3
PEQUEÑO,2025-02-12,Trader no regulado,1,7,-142.23,-276.76,2
PEQUEÑO,2025-02-12,Integrado/regional regulado,2,10,-103.62,-142.58,1
PEQUEÑO,2025-02-13,Trader con sobrecobertura de contratos,4,6,-111.67,-284.85,1
PEQUEÑO,2025-02-13,Trader no regulado,1,10,-257.62,-316.19,3
PEQUEÑO,2025-02-13,Trader expuesto a bolsa (sin cobertura),0,5,-295.59,-320.29,4
PEQUEÑO,2025-02-13,Integrado/regional regulado,2,9,-133.39,-189.38,2
PEQUEÑO,2025-02-14,Trader con sobrecobertura de contratos,4,6,-500,-351.88,4
PEQUEÑO,2025-02-14,Trader no regulado,1,9,-275.88,-291.37,3
PEQUEÑO,2025-02-14,Trader expuesto a bolsa (sin cobertura),0,5,-196.66,-230.79,2
PEQUEÑO,2025-02-14,Integrado/regional regulado,2,10,-85.29,-128.65,1
PEQUEÑO,2025-02-15,Trader con sobrecobertura de contratos,4,6,-500,-375.65,4
PEQUEÑO,2025-02-15,Trader expuesto a bolsa (sin cobertura),0,7,-173.59,-197.09,3
PEQUEÑO,2025-02-15,Trader no regulado,1,8,-139.53,-279.52,2
PEQUEÑO,2025-02-15,Integrado/regional regulado,2,9,-109.47,-142.1,1
PEQUEÑO,2025-02-16,Trader con sobrecobertura de contratos,4,8,-500,-429.85,4
PEQUEÑO,2025-02-16,Trader no regulado,1,10,-379.46,-336.77,3
PEQUEÑO,2025-02-16,Integrado/regional regulado,2,9,-72.44,-140.86,1
PEQUEÑO,2025-02-16,Trader expuesto a bolsa (sin cobertura),0,4,-77.93,-78.88,2
PEQUEÑO,2025-02-17,Trader con sobrecobertura de contratos,4,5,-500,-365.57,4
PEQUEÑO,2025-02-17,Trader expuesto a bolsa (sin cobertura),0,5,-46.01,-97.26,1
PEQUEÑO,2025-02-17,Trader no regulado,1,8,-71.45,-249.4,3
PEQUEÑO,2025-02-17,Integrado/regional regulado,2,10,-64.39,-127.12,2
PEQUEÑO,2025-02-18,Trader con sobrecobertura de contratos,4,6,-291.07,-313.94,4
PEQUEÑO,2025-02-18,Trader expuesto a bolsa (sin cobertura),0,5,-11.62,-64.61,1
PEQUEÑO,2025-02-18,Trader no regulado,1,8,-61.69,-247.37,2
PEQUEÑO,2025-02-18,Integrado/regional regulado,2,9,-99.71,-116.63,3
PEQUEÑO,2025-02-19,Trader con sobrecobertura de contratos,4,8,-500,-335.82,4
PEQUEÑO,2025-02-19,Trader expuesto a bolsa (sin cobertura),0,5,15.75,-37.25,1
PEQUEÑO,2025-02-19,Trader no regulado,1,8,-54.79,-243.94,2
PEQUEÑO,2025-02-19,Integrado/regional regulado,2,10,-92.39,-151.65,3
PEQUEÑO,2025-02-20,Trader con sobrecobertura de contratos,4,7,-500,-305.61,4
PEQUEÑO,2025-02-20,Trader no regulado,1,10,-314.03,-296.24,3
PEQUEÑO,2025-02-20,Trader expuesto a bolsa (sin cobertura),0,5,2.16,-49.04,1
PEQUEÑO,2025-02-20,Integrado/regional regulado,2,9,-125.8,-192.75,2
PEQUEÑO,2025-02-21,Trader con sobrecobertura de contratos,4,6,-500,-352.37,4
PEQUEÑO,2025-02-21,Trader expuesto a bolsa (sin cobertura),0,6,30.35,-17.41,1
PEQUEÑO,2025-02-21,Trader no regulado,1,9,-366.68,-275.97,3
PEQUEÑO,2025-02-21,Integrado/regional regulado,2,9,-95.44,-110.52,2
PEQUEÑO,2025-02-22,Trader con sobrecobertura de contratos,4,6,-96.75,-278.93,3
PEQUEÑO,2025-02-22,Trader no regulado,1,10,-393.83,-305.15,4
PEQUEÑO,2025-02-22,Trader expuesto a bolsa (sin cobertura),0,5,39.8,-16.08,1
PEQUEÑO,2025-02-22,Integrado/regional regulado,2,9,-76.84,-119.25,2
PEQUEÑO,2025-02-23,Trader con sobrecobertura de contratos,4,7,-500,-332.34,4
PEQUEÑO,2025-02-23,Trader no regulado,1,9,-260.22,-270.7,3
PEQUEÑO,2025-02-23,Trader expuesto a bolsa (sin cobertura),0,4,45.77,43.94,1
PEQUEÑO,2025-02-23,Integrado/regional regulado,2,8,-54.18,-134.68,2
PEQUEÑO,2025-02-24,Trader con sobrecobertura de contratos,4,8,-500,-343.11,4
PEQUEÑO,2025-02-24,Trader expuesto a bolsa (sin cobertura),0,5,-8.84,-58.94,1
PEQUEÑO,2025-02-24,Trader no regulado,1,8,-70.55,-224.66,2
PEQUEÑO,2025-02-24,Integrado/regional regulado,2,9,-82.23,-127.37,3
PEQUEÑO,2025-02-25,Trader con sobrecobertura de contratos,4,5,-500,-337.5,4
PEQUEÑO,2025-02-25,Trader expuesto a bolsa (sin cobertura),0,5,-50.45,-99.05,1
PEQUEÑO,2025-02-25,Trader no regulado,1,8,-64.59,-220.04,2
PEQUEÑO,2025-02-25,Integrado/regional regulado,2,11,-99.59,-145.02,3
PEQUEÑO,2025-02-26,Trader con sobrecobertura de contratos,4,6,-500,-366.86,4
PEQUEÑO,2025-02-26,Trader no regulado,1,10,-66.11,-269.33,3
PEQUEÑO,2025-02-26,Trader expuesto a bolsa (sin cobertura),0,5,-7.86,-58.82,1
PEQUEÑO,2025-02-26,Integrado/regional regulado,2,10,-56.02,-101.44,2
PEQUEÑO,2025-02-27,Trader con sobrecobertura de contratos,4,6,-129.52,-287.78,4
PEQUEÑO,2025-02-27,Trader expuesto a bolsa (sin cobertura),0,5,9.98,-39.38,1
PEQUEÑO,2025-02-27,Trader no regulado,1,9,-126.45,-252.83,3
PEQUEÑO,2025-02-27,Integrado/regional regulado,2,9,-106.8,-158.7,2
PEQUEÑO,2025-02-28,Trader con sobrecobertura de contratos,4,5,-500,-343.91,4
PEQUEÑO,2025-02-28,Trader expuesto a bolsa (sin cobertura),0,5,11.44,-38.29,1
PEQUEÑO,2025-02-28,Trader no regulado,1,9,-224.46,-263.16,3
PEQUEÑO,2025-02-28,Integrado/regional regulado,2,10,-49.8,-101.31,2
PEQUEÑO,2025-03-01,Trader con sobrecobertura de contratos,4,5,-500,-378.82,4
PEQUEÑO,2025-03-01,Trader expuesto a bolsa (sin cobertura),0,5,58.67,7.43,1
PEQUEÑO,2025-03-01,Trader no regulado,1,8,-123.15,-225.37,3
PEQUEÑO,2025-03-01,Integrado/regional regulado,2,10,-49.03,-101.27,2
PEQUEÑO,2025-03-02,Trader con sobrecobertura de contratos,4,7,-500,-433.08,4
PEQUEÑO,2025-03-02,Trader no regulado,1,9,-229.53,-255.87,3
PEQUEÑO,2025-03-02,Integrado/regional regulado,2,8,-54.03,-140.09,2
PEQUEÑO,2025-03-02,Trader expuesto a bolsa (sin cobertura),0,4,73.85,71.5,1
PEQUEÑO,2025-03-03,Trader con sobrecobertura de contratos,4,7,-500,-401.83,4
PEQUEÑO,2025-03-03,Trader expuesto a bolsa (sin cobertura),0,5,26.45,-21.66,1
PEQUEÑO,2025-03-03,Trader no regulado,1,8,-82.68,-225.48,3
PEQUEÑO,2025-03-03,Integrado/regional regulado,2,10,-47.02,-109.8,2
PEQUEÑO,2025-03-04,Trader con sobrecobertura de contratos,4,6,-500,-370.2,4
PEQUEÑO,2025-03-04,Trader expuesto a bolsa (sin cobertura),0,5,-4.51,-55.31,1
PEQUEÑO,2025-03-04,Trader no regulado,1,8,-38.56,-216.8,2
PEQUEÑO,2025-03-04,Integrado/regional regulado,2,10,-53.46,-101.13,3
PEQUEÑO,2025-03-05,Trader con sobrecobertura de contratos,4,6,-500,-398.15,4
PEQUEÑO,2025-03-05,Trader expuesto a bolsa (sin cobertura),0,5,21.45,-34.3,1
PEQUEÑO,2025-03-05,Trader no regulado,1,8,-31.98,-209.96,2
PEQUEÑO,2025-03-05,Integrado/regional regulado,2,10,-90.28,-102.63,3
PEQUEÑO,2025-03-06,Trader con sobrecobertura de contratos,4,5,-500,-388.53,4
PEQUEÑO,2025-03-06,Trader no regulado,1,9,-72.97,-213.11,2
PEQUEÑO,2025-03-06,Integrado/regional regulado,2,10,-88.77,-143.36,3
PEQUEÑO,2025-03-06,Trader expuesto a bolsa (sin cobertura),0,4,19.17,18.04,1
PEQUEÑO,2025-03-07,Trader con sobrecobertura de contratos,4,5,-500,-380.86,4
PEQUEÑO,2025-03-07,Trader no regulado,1,10,-82.11,-234.76,3
PEQUEÑO,2025-03-07,Integrado/regional regulado,2,10,-47.84,-85.59,2
PEQUEÑO,2025-03-07,Trader expuesto a bolsa (sin cobertura),0,4,47.65,45.64,1
PEQUEÑO,2025-03-08,Trader con sobrecobertura de contratos,4,6,-500,-421.89,4
PEQUEÑO,2025-03-08,Trader no regulado,1,10,-111.36,-243.17,3
PEQUEÑO,2025-03-08,Integrado/regional regulado,2,10,-43.72,-97.86,2
PEQUEÑO,2025-03-08,Trader expuesto a bolsa (sin cobertura),0,4,49.07,47.34,1
PEQUEÑO,2025-03-09,Trader con sobrecobertura de contratos,4,7,-500,-433.14,4
PEQUEÑO,2025-03-09,Trader no regulado,1,9,-172.77,-244.4,3
PEQUEÑO,2025-03-09,Integrado/regional regulado,2,9,-53.64,-114.1,2
PEQUEÑO,2025-03-09,Trader expuesto a bolsa (sin cobertura),0,4,47.95,46.16,1
PEQUEÑO,2025-03-10,Trader con sobrecobertura de contratos,4,6,-500,-419.67,4
PEQUEÑO,2025-03-10,Trader no regulado,1,9,-81.0,-216.9,3
PEQUEÑO,2025-03-10,Integrado/regional regulado,2,10,-54.88,-110.17,2
PEQUEÑO,2025-03-10,Trader expuesto a bolsa (sin cobertura),0,4,7.85,7.13,1
PEQUEÑO,2025-03-11,Trader con sobrecobertura de contratos,4,6,-500,-422.29,4
PEQUEÑO,2025-03-11,Trader no regulado,1,9,-136.31,-234.26,3
PEQUEÑO,2025-03-11,Integrado/regional regulado,2,10,-59.88,-101.0,2
PEQUEÑO,2025-03-11,Trader expuesto a bolsa (sin cobertura),0,4,-34.6,-34.62,1
PEQUEÑO,2025-03-12,Trader con sobrecobertura de contratos,4,5,-500,-400.76,4
PEQUEÑO,2025-03-12,Trader no regulado,1,10,-73.11,-250.64,2
PEQUEÑO,2025-03-12,Integrado/regional regulado,2,10,-81.75,-129.15,3
PEQUEÑO,2025-03-12,Trader expuesto a bolsa (sin cobertura),0,4,-22.72,-22.96,1
PEQUEÑO,2025-03-13,Trader con sobrecobertura de contratos,4,6,-500,-422.19,4
PEQUEÑO,2025-03-13,Trader no regulado,1,9,-40.98,-216.04,2
PEQUEÑO,2025-03-13,Integrado/regional regulado,2,10,-53.23,-90.41,3
PEQUEÑO,2025-03-13,Trader expuesto a bolsa (sin cobertura),0,4,2.92,2.25,1
PEQUEÑO,2025-03-14,Trader con sobrecobertura de contratos,4,6,-500,-422.2,4
PEQUEÑO,2025-03-14,Trader no regulado,1,9,-31.67,-205.96,2
PEQUEÑO,2025-03-14,Integrado/regional regulado,2,10,-50.05,-88.72,3
PEQUEÑO,2025-03-14,Trader expuesto a bolsa (sin cobertura),0,4,9.78,8.79,1
PEQUEÑO,2025-03-15,Trader con sobrecobertura de contratos,4,7,-500,-433.24,4
PEQUEÑO,2025-03-15,Trader no regulado,1,9,-57.83,-216.22,2
PEQUEÑO,2025-03-15,Integrado/regional regulado,2,10,-88.04,-110.5,3
PEQUEÑO,2025-03-15,Trader expuesto a bolsa (sin cobertura),0,4,13.94,10.74,1
PEQUEÑO,2025-03-16,Trader con sobrecobertura de contratos,4,6,-500,-422.22,4
PEQUEÑO,2025-03-16,Trader no regulado,1,10,-330.69,-310.5,3
PEQUEÑO,2025-03-16,Integrado/regional regulado,2,10,-57.52,-160.58,2
PEQUEÑO,2025-03-16,Trader expuesto a bolsa (sin cobertura),0,4,11.63,10.73,1
PEQUEÑO,2025-03-17,Trader con sobrecobertura de contratos,4,5,-500,-334.55,4
PEQUEÑO,2025-03-17,Trader no regulado,1,10,-102.45,-253.67,3
PEQUEÑO,2025-03-17,Integrado/regional regulado,2,10,-75.48,-126.63,2
PEQUEÑO,2025-03-17,Trader expuesto a bolsa (sin cobertura),0,4,-1.94,-2.47,1
PEQUEÑO,2025-03-18,Trader con sobrecobertura de contratos,4,6,-500,-358.5,4
PEQUEÑO,2025-03-18,Trader no regulado,1,10,-68.74,-241.93,2
PEQUEÑO,2025-03-18,Integrado/regional regulado,2,10,-83.0,-104.7,3
PEQUEÑO,2025-03-18,Trader expuesto a bolsa (sin cobertura),0,4,11.77,10.92,1
PEQUEÑO,2025-03-19,Trader con sobrecobertura de contratos,4,5,-500,-406.68,4
PEQUEÑO,2025-03-19,Trader no regulado,1,11,-53.42,-223.12,2
PEQUEÑO,2025-03-19,Integrado/regional regulado,2,10,-56.72,-97.2,3
PEQUEÑO,2025-03-19,Trader expuesto a bolsa (sin cobertura),0,4,-1.3,-1.83,1
PEQUEÑO,2025-03-20,Trader con sobrecobertura de contratos,4,5,-500,-328.01,4
PEQUEÑO,2025-03-20,Trader no regulado,1,10,-99.43,-247.03,3
PEQUEÑO,2025-03-20,Integrado/regional regulado,2,11,-87.63,-149.16,2
PEQUEÑO,2025-03-20,Trader expuesto a bolsa (sin cobertura),0,4,-11.14,-11.71,1
PEQUEÑO,2025-03-21,Trader con sobrecobertura de contratos,4,6,-500,-365.24,4
PEQUEÑO,2025-03-21,Trader no regulado,1,10,-95.76,-241.75,3
PEQUEÑO,2025-03-21,Integrado/regional regulado,2,11,-76.33,-149.36,2
PEQUEÑO,2025-03-21,Trader expuesto a bolsa (sin cobertura),0,4,21.91,20.61,1
PEQUEÑO,2025-03-22,Trader con sobrecobertura de contratos,4,6,-500,-373.19,4
PEQUEÑO,2025-03-22,Trader no regulado,1,10,-215.71,-289.89,3
PEQUEÑO,2025-03-22,Integrado/regional regulado,2,10,-67.37,-119.73,2
PEQUEÑO,2025-03-22,Trader expuesto a bolsa (sin cobertura),0,4,35.04,33.62,1
PEQUEÑO,2025-03-23,Trader con sobrecobertura de contratos,4,7,-500,-412.36,4
PEQUEÑO,2025-03-23,Trader no regulado,1,9,-253.23,-294.81,3
PEQUEÑO,2025-03-23,Integrado/regional regulado,2,10,-46.61,-167.91,2
PEQUEÑO,2025-03-23,Trader expuesto a bolsa (sin cobertura),0,4,67.45,65.21,1
PEQUEÑO,2025-03-24,Trader con sobrecobertura de contratos,4,7,-500,-404.32,4
PEQUEÑO,2025-03-24,Trader no regulado,1,10,-242.73,-300.64,3
PEQUEÑO,2025-03-24,Integrado/regional regulado,2,10,-54.17,-155.21,2
PEQUEÑO,2025-03-24,Trader expuesto a bolsa (sin cobertura),0,4,41.12,39.45,1
PEQUEÑO,2025-03-25,Trader con sobrecobertura de contratos,4,5,-500,-316.68,4
PEQUEÑO,2025-03-25,Trader no regulado,1,10,-243.39,-295.82,3
PEQUEÑO,2025-03-25,Integrado/regional regulado,2,10,-59.49,-129.37,2
PEQUEÑO,2025-03-25,Trader expuesto a bolsa (sin cobertura),0,4,-28.36,-28.48,1
PEQUEÑO,2025-03-26,Trader con sobrecobertura de contratos,4,6,-500,-344.15,4
PEQUEÑO,2025-03-26,Trader no regulado,1,9,-217.83,-234.68,3
PEQUEÑO,2025-03-26,Integrado/regional regulado,2,10,-52.51,-107.85,2
PEQUEÑO,2025-03-26,Trader expuesto a bolsa (sin cobertura),0,4,7.48,6.81,1
PEQUEÑO,2025-03-27,Trader con sobrecobertura de contratos,4,6,-500,-349.53,4
PEQUEÑO,2025-03-27,Trader no regulado,1,10,-142.85,-261.49,3
PEQUEÑO,2025-03-27,Integrado/regional regulado,2,10,-59.74,-114.53,2
PEQUEÑO,2025-03-27,Trader expuesto a bolsa (sin cobertura),0,4,-40.41,-40.53,1
PEQUEÑO,2025-03-28,Trader con sobrecobertura de contratos,4,4,-500,-383.35,4
PEQUEÑO,2025-03-28,Trader no regulado,1,11,-110.6,-227.8,3
PEQUEÑO,2025-03-28,Integrado/regional regulado,2,10,-58.87,-117.1,2
PEQUEÑO,2025-03-28,Trader expuesto a bolsa (sin cobertura),0,4,-10.31,-10.92,1
PEQUEÑO,2025-03-29,Trader con sobrecobertura de contratos,4,6,-500,-356.61,4
PEQUEÑO,2025-03-29,Trader no regulado,1,9,-131.42,-217.8,3
PEQUEÑO,2025-03-29,Integrado/regional regulado,2,10,-39.77,-120.59,2
PEQUEÑO,2025-03-29,Trader expuesto a bolsa (sin cobertura),0,4,60.94,59.14,1
PEQUEÑO,2025-03-30,Trader con sobrecobertura de contratos,4,5,-500,-347.88,4
PEQUEÑO,2025-03-30,Trader no regulado,1,10,-255.99,-310.32,3
PEQUEÑO,2025-03-30,Integrado/regional regulado,2,10,-53.56,-167.29,2
PEQUEÑO,2025-03-30,Trader expuesto a bolsa (sin cobertura),0,4,56.3,54.45,1
PEQUEÑO,2025-03-31,Trader con sobrecobertura de contratos,4,6,-500,-348.47,4
PEQUEÑO,2025-03-31,Trader no regulado,1,10,-220.93,-292.84,3
PEQUEÑO,2025-03-31,Integrado/regional regulado,2,10,-57.98,-132.28,2
PEQUEÑO,2025-03-31,Trader expuesto a bolsa (sin cobertura),0,4,-2.17,-2.65,1
PEQUEÑO,2025-04-01,Trader con sobrecobertura de contratos,4,5,-500,-315.79,4
PEQUEÑO,2025-04-01,Trader no regulado,1,9,-276.1,-271.46,3
PEQUEÑO,2025-04-01,Integrado/regional regulado,2,11,-68.12,-115.74,2
PEQUEÑO,2025-04-01,Trader expuesto a bolsa (sin cobertura),0,3,36.02,35.12,1
PEQUEÑO,2025-04-02,Trader con sobrecobertura de contratos,4,6,-500,-344.24,4
PEQUEÑO,2025-04-02,Trader no regulado,1,9,-293.09,-274.24,3
PEQUEÑO,2025-04-02,Integrado/regional regulado,2,11,-84.06,-128.32,2
PEQUEÑO,2025-04-02,Trader expuesto a bolsa (sin cobertura),0,3,28.64,27.89,1
PEQUEÑO,2025-04-03,Trader con sobrecobertura de contratos,4,5,-500,-339.96,4
PEQUEÑO,2025-04-03,Trader no regulado,1,9,-251.56,-243.08,3
PEQUEÑO,2025-04-03,Integrado/regional regulado,2,11,-72.76,-126.19,2
PEQUEÑO,2025-04-03,Trader expuesto a bolsa (sin cobertura),0,3,21.42,20.61,1
PEQUEÑO,2025-04-04,Trader con sobrecobertura de contratos,4,6,-500,-378.72,4
PEQUEÑO,2025-04-04,Trader no regulado,1,9,-53.56,-208.1,2
PEQUEÑO,2025-04-04,Integrado/regional regulado,2,11,-69.23,-114.74,3
PEQUEÑO,2025-04-04,Trader expuesto a bolsa (sin cobertura),0,3,64.36,62.44,1
PEQUEÑO,2025-04-05,Trader con sobrecobertura de contratos,4,6,-500,-403.84,4
PEQUEÑO,2025-04-05,Trader no regulado,1,9,-108.55,-222.91,3
PEQUEÑO,2025-04-05,Integrado/regional regulado,2,11,-36.28,-118.91,2
PEQUEÑO,2025-04-05,Trader expuesto a bolsa (sin cobertura),0,3,96.64,94.84,1
PEQUEÑO,2025-04-06,Trader con sobrecobertura de contratos,4,5,-500,-406.42,4
PEQUEÑO,2025-04-06,Trader no regulado,1,10,-280.97,-301.32,3
PEQUEÑO,2025-04-06,Integrado/regional regulado,2,11,-51.19,-156.3,2
PEQUEÑO,2025-04-06,Trader expuesto a bolsa (sin cobertura),0,3,87.15,85.37,1
PEQUEÑO,2025-04-07,Trader con sobrecobertura de contratos,4,6,-500,-380.36,4
PEQUEÑO,2025-04-07,Trader no regulado,1,9,-239.45,-242.19,3
PEQUEÑO,2025-04-07,Integrado/regional regulado,2,11,-77.22,-140.45,2
PEQUEÑO,2025-04-07,Trader expuesto a bolsa (sin cobertura),0,3,55.0,53.84,1
PEQUEÑO,2025-04-08,Trader con sobrecobertura de contratos,4,7,-500,-388.29,4
PEQUEÑO,2025-04-08,Trader no regulado,1,9,-161.7,-243.77,3
PEQUEÑO,2025-04-08,Integrado/regional regulado,2,11,-53.93,-118.11,2
PEQUEÑO,2025-04-08,Trader expuesto a bolsa (sin cobertura),0,3,14.4,13.82,1
PEQUEÑO,2025-04-09,Trader con sobrecobertura de contratos,4,6,-500,-381.96,4
PEQUEÑO,2025-04-09,Trader no regulado,1,10,-86.37,-246.32,3
PEQUEÑO,2025-04-09,Integrado/regional regulado,2,11,-67.87,-111.63,2
PEQUEÑO,2025-04-09,Trader expuesto a bolsa (sin cobertura),0,3,34.16,33.33,1
PEQUEÑO,2025-04-10,Trader con sobrecobertura de contratos,4,4,-310.34,-335.56,4
PEQUEÑO,2025-04-10,Trader no regulado,1,9,-82.41,-211.31,3
PEQUEÑO,2025-04-10,Integrado/regional regulado,2,12,-44.62,-142.29,2
PEQUEÑO,2025-04-10,Trader expuesto a bolsa (sin cobertura),0,3,69.47,67.84,1
PEQUEÑO,2025-04-11,Trader con sobrecobertura de contratos,4,4,-237.9,-317.18,3
PEQUEÑO,2025-04-11,Trader no regulado,1,11,-268.7,-268.78,4
PEQUEÑO,2025-04-11,Trader expuesto a bolsa (sin cobertura),0,4,98.14,-53.37,1
PEQUEÑO,2025-04-11,Integrado/regional regulado,2,11,-55.9,-106.86,2
PEQUEÑO,2025-04-12,Trader con sobrecobertura de contratos,4,5,-500,-356.69,4
PEQUEÑO,2025-04-12,Trader no regulado,1,9,-226.69,-239.8,3
PEQUEÑO,2025-04-12,Integrado/regional regulado,2,12,-35.67,-139.21,2
PEQUEÑO,2025-04-12,Trader expuesto a bolsa (sin cobertura),0,3,100.5,98.66,1
PEQUEÑO,2025-04-13,Trader con sobrecobertura de contratos,4,6,-500,-421.82,4
PEQUEÑO,2025-04-13,Trader no regulado,1,9,-358.44,-296.4,3
